"Dish ID
[001]","Dish URL
[002]","Category
[003]","Dish Name
[004]","Sub-Recipe ID
[005]","Sub-Recipe Name (Live Sync)
[006]","Per Portion
[007]","Unit
[008]",Price
138,,,,912,Fiesta Mexi Rice (Oven F),145,gr,
138,,,,1363,Mexican Black Beans,110,gr,
138,,,,278,Housemade Vegan Feta,5,gr,
138,,,,2712,2 oz Chipotle Aoli,1,un,
479,https://eatbetterday.ca/admin/meals/479,Veg,The Corn Star Cajun Soy Curls,,,,,$15.99
479,,,,2635,HF Kale + Cabbage Potato Mix,165,gr,
479,,,,2633,HF Grilled Corn Salad,150,gr,
479,,,,2630,Roasted Cajun Soy Curls,70,gr,
479,,,,278,Housemade Vegan Feta,7,gr,
479,,,,2755,2 oz Herb Citrus Aioli,1,un,
553,https://eatbetterday.ca/admin/meals/553,Bulk Prep,Grocery Sauce Cups,,,,,
553,,,,2525,2 oz Sweet Garlic Donair Sauce,1,un,
553,,,,2623,2.5 oz Pad Thai,1,un,
555,https://eatbetterday.ca/admin/meals/555,Bulk Prep,Grocery Seasoned Chicken,,,,,
555,,,,2749,Grocery Sliced Seasoned Chicken,1,un,
394,https://eatbetterday.ca/admin/meals/394,Meat,Dreamy Tahini Chicken Shawarma,,,,,$16.99
394,,,,850,Baked Shawarma Rice,100,gr,
394,,,,2916,Sliced + Portioned Shawarma Chicken,70,gr,
394,,,,1857,Mixed Diced Bell Peppers,65,gr,
394,,,,129,Sliced Cucumbers,50,gr,
394,,,,852,Pickled Red Cabbage,30,gr,
394,,,,278,Housemade Vegan Feta,10,gr,
394,,,,1597,Rough Chopped Parsley For Garnish,3,gr,
394,,,,2524,2 oz Tahini Garlic Sauce,1,un,
536,https://eatbetterday.ca/admin/meals/536,Meat,Go-Go Gochujang Beef Udon,,,,,$16.99
536,,,,2263,Gochujang Glazed Noodles,200,gr,
536,,,,2552,Gochu Udon Veg,95,gr,
536,,,,2127,Sauteed Bulgogi Beef,80,gr,
536,,,,1452,Rough Chopped Cashew Butts,10,gr,
536,,,,244,Round Cut Green Onion,8,gr,
536,,,,304,Sesame Seed Mix,2,gr,
536,,,,2774,2 oz Gochujang Glaze Sauce,1,un,
523,https://eatbetterday.ca/admin/meals/523,Meat,Gochu Rose with Bulgogi Beef,,,,,$16.99
523,,,,2599,Cooked Linguine,140,gr,
523,,,,2821,HF Gochu Rose Sauce,120,gr,
523,,,,2800,Asian Veg Medley,100,gr,
523,,,,2127,Sauteed Bulgogi Beef,70,gr,
523,,,,244,Round Cut Green Onion,8,gr,
523,,,,304,Sesame Seed Mix,2,gr,
523,,,,179,Cashew Butts (Tootsi),1,gr,
538,https://eatbetterday.ca/admin/meals/538,Meat,Green Goddess Chicken Penne,,,,,$16.99
538,,,,1902,Spin Dip Pasta Mix,330,gr,
538,,,,2399,Sliced Italian Chicken Breasts,70,gr,
538,,,,278,Housemade Vegan Feta,15,gr,
538,,,,1597,Rough Chopped Parsley For Garnish,2,gr,
538,,,,2753,1oz Vegan Parm Portioned,1,un,
549,,,,2952,Dill Pickle Sliced Seasoned Chicken,1,un,
494,,,,2758,HF Savanna Curry Veg,120,gr,
494,,,,2778,Dice+ Portioned Curry Chicken,70,gr,
550,,,,2953,Asian Walnut Beef,85,gr,
360,,,,2954,Sliced KFC Unit Chicken Breasts,1,un,
351,https://eatbetterday.ca/admin/meals/351,Meat,Tiki Teriyaki Chicken Poke Bowl,,,,,$16.99
351,,,,1662,Coconut Brown Rice,140,gr,
351,,,,536,Sprout Tri-color Slaw (Veg T),100,gr,
351,,,,2279,Teriyaki Diced Grilled Chicken,70,gr,
351,,,,129,Sliced Cucumbers,45,gr,
351,,,,2407,Medium Diced Jicama,45,gr,
351,,,,177,Prepped Edamame Beans,40,gr,
351,,,,304,Sesame Seed Mix,3,gr,
351,,,,2526,2.5 oz NEW Teriyaki Sauce,1,un,
490,,,,1867,Small Punch Diced Mango,25,gr,
490,,,,302,Kesar Mango Pulp,20,gr,
490,,,,1723,Mango Chia Pudding Units,1,un,
490,,,,2025,Tropical Garnola Topper,1,un,
